Vienna, Austria	http://ogd.ifs.tuwien.ac.at/vienna/b07-death-vie/cl_area/tmp/Austria/Vienna	Austria/Vienna	Vienna	administrative-area
Vienna, Austria	http://ogd.ifs.tuwien.ac.at/vienna/b10-demographicindicators-vie/cl_area/tmp/Austria/Vienna	Austria/Vienna	Vienna	administrative-area
Vienna, Austria	http://ogd.ifs.tuwien.ac.at/vienna/b11-givennames-vie/cl_area/tmp/Austria/Vienna	Austria/Vienna	Vienna	administrative-area
Vienna, Austria	http://ogd.ifs.tuwien.ac.at/vienna/b12-livebirth-vie/cl_area/tmp/Austria/Vienna	Austria/Vienna	Vienna	administrative-area
Vienna, Austria	http://ogd.ifs.tuwien.ac.at/vienna/betriebszweige2012-autobus/cl_area/tmp/Austria/Vienna	Austria/Vienna	Vienna	administrative-area
Vienna, Austria	http://ogd.ifs.tuwien.ac.at/vienna/betriebszweige2012-strassenbahn/cl_area/tmp/Austria/Vienna	Austria/Vienna	Vienna	administrative-area
Vienna, Austria	http://ogd.ifs.tuwien.ac.at/vienna/betriebszweige2012-ubahn/cl_area/tmp/Austria/Vienna	Austria/Vienna	Vienna	administrative-area
Österreich	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT	Austria	Austria	administrative-area
Burgenland	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland	Austria/Burgenland	Burgenland	administrative-area
Eisenstadt	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10100	Austria/Burgenland/Eisenstadt	Eisenstadt	non-administrative-area
Eisenstadt	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10100/10101	Austria/Burgenland/Eisenstadt	Eisenstadt	non-administrative-area
Rust	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10200	Austria/Burgenland/Rust	Rust	administrative-area
Rust	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10200/10201	Austria/Burgenland/Rust	Rust	administrative-area
Eisenstadt-Umgebung	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300	Austria/Burgenland/Eisenstadt-Umgebung	Eisenstadt-Umgebung	administrative-area
Breitenbrunn am Neusiedler See	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10301	Austria/Burgenland/Eisenstadt-Umgebung/Breitenbrunn	Gemeinde Breitenbrunn	administrative-area
Donnerskirchen	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10302	Austria/Burgenland/Eisenstadt-Umgebung/Donnerskirchen	Gemeinde Donnerskirchen	administrative-area
Großhöflein	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10303	Austria/Burgenland/Eisenstadt-Umgebung/Großhöflein	Gemeinde Großhöflein	administrative-area
Hornstein	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10304	Austria/Burgenland/Eisenstadt-Umgebung/Hornstein	Hornstein	administrative-area
Klingenbach	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10305	Austria/Burgenland/Eisenstadt-Umgebung/Klingenbach	Gemeinde Klingenbach	administrative-area
Leithaprodersdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10306	Austria/Burgenland/Eisenstadt-Umgebung/Leithaprodersdorf	Gemeinde Leithaprodersdorf	administrative-area
Mörbisch am See	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10307	Austria/Burgenland/Eisenstadt-Umgebung/MörbischamSee	Gemeinde Mörbisch am See	administrative-area
Müllendorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10308	Austria/Burgenland/Eisenstadt-Umgebung/Müllendorf	Gemeinde Müllendorf	administrative-area
Neufeld an der Leitha	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10309	Austria/Burgenland/Eisenstadt-Umgebung/NeufeldanderLeitha	Gemeinde Neufeld an der Leitha	administrative-area
Oggau am Neusiedler See	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10310	Austria/Burgenland/Eisenstadt-Umgebung/OggauamNeusiedlerSee	Gemeinde Oggau am Neusiedler See	administrative-area
Oslip	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10311	Austria/Burgenland/Eisenstadt-Umgebung/Oslip	Oslip	administrative-area
Purbach am Neusiedler See	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10312	Austria/Burgenland/Eisenstadt-Umgebung/PurbachamNeusiedlerSee	Gemeinde Purbach am Neusiedler See	administrative-area
Sankt Margarethen im Burgenland	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10313	Austria/Burgenland/Eisenstadt-Umgebung/GermeindeSanktMargarethenimBurgenland	Germeinde Sankt Margarethen im Burgenland	administrative-area
Schützen am Gebirge	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10314	Austria/Burgenland/Eisenstadt-Umgebung/SchützenamGebirge	Gemeinde Schützen am Gebirge	administrative-area
Siegendorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10315	Austria/Burgenland/Eisenstadt-Umgebung/Siegendorf	Siegendorf	administrative-area
Steinbrunn	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10316	Austria/Burgenland/Eisenstadt-Umgebung/Steinbrunn	Gemeinde Steinbrunn	administrative-area
Trausdorf an der Wulka	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10317	Austria/Burgenland/Eisenstadt-Umgebung/TrausdorfanderWulka	Gemeinde Trausdorf an der Wulka	administrative-area
Wimpassing an der Leitha	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10318	Austria/Burgenland/Eisenstadt-Umgebung/WimpassinganderLeitha	Wimpassing an der Leitha	non-administrative-area
Wulkaprodersdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10319	Austria/Burgenland/Eisenstadt-Umgebung/Wulkaprodersdorf	Gemeinde Wulkaprodersdorf	administrative-area
Loretto	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10320	Austria/Burgenland/Eisenstadt-Umgebung/Loretto	Gemeinde Loretto	administrative-area
Stotzing	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10321	Austria/Burgenland/Eisenstadt-Umgebung/Stotzing	Gemeinde Stotzing	administrative-area
Zillingtal	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10322	Austria/Burgenland/Eisenstadt-Umgebung/Zillingtal	Gemeinde Zillingtal	administrative-area
Zagersdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10323	Austria/Burgenland/Eisenstadt-Umgebung/Zagersdorf	Gemeinde Zagersdorf	administrative-area
Güssing	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400	Austria/Burgenland/Güssing	Güssing District	administrative-area
Bocksdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10401	Austria/Burgenland/Güssing/Bocksdorf	Gemeinde Bocksdorf	administrative-area
Burgauberg-Neudauberg	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10402	Austria/Burgenland/Güssing/Burgauberg-Neudauberg	Gemeinde Burgauberg-Neudauberg	administrative-area
Eberau	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10403	Austria/Burgenland/Güssing/Eberau	Gemeinde Eberau	administrative-area
Gerersdorf-Sulz	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10404	Austria/Burgenland/Güssing/Gerersdorf-Sulz	Gemeinde Gerersdorf-Sulz	administrative-area
Güssing	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10405	Austria/Burgenland/Güssing	Güssing District	administrative-area
Güttenbach	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10406	Austria/Burgenland/Güssing/Güttenbach	Gemeinde Güttenbach	administrative-area
Heiligenbrunn	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10407	Austria/Burgenland/Güssing/Heiligenbrunn	Gemeinde Heiligenbrunn	administrative-area
Kukmirn	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10408	Austria/Burgenland/Güssing/Kukmirn	Gemeinde Kukmirn	administrative-area
Neuberg im Burgenland	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10409	Austria/Burgenland/Güssing/NeubergimBurgenland	Neuberg im Burgenland	non-administrative-area
Neustift bei Güssing	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10410	Austria/Burgenland/Güssing/NeustiftbeiGüssing	Gemeinde Neustift bei Güssing	administrative-area
Olbendorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10411	Austria/Burgenland/Güssing/Olbendorf	Gemeinde Olbendorf	administrative-area
Ollersdorf im Burgenland	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10412	Austria/Burgenland/Güssing/OllersdorfimBurgenland	Gemeinde Ollersdorf im Burgenland	administrative-area
Sankt Michael im Burgenland	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10413	Austria/Burgenland/Güssing/SanktMichaelimBurgenland	Gemeinde Sankt Michael im Burgenland	administrative-area
Stegersbach	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10414	Austria/Burgenland/Güssing/Stegersbach	Gemeinde Stegersbach	administrative-area
Stinatz	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10415	Austria/Burgenland/Güssing/Stinatz	Gemeinde Stinatz	administrative-area
Strem	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10416	Austria/Burgenland/Güssing/Strem	Gemeinde Strem	administrative-area
Tobaj	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10417	Austria/Burgenland/Güssing/Tobaj	Gemeinde Tobaj	administrative-area
Hackerberg	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10418	Austria/Burgenland/Güssing/Hackerberg	Gemeinde Hackerberg	administrative-area
Wörterberg	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10419	Austria/Burgenland/Güssing/Wörterberg	Gemeinde Wörterberg	administrative-area
Großmürbisch	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10420	Austria/Burgenland/Güssing/Großmürbisch	Gemeinde Großmürbisch	administrative-area
Inzenhof	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10421	Austria/Burgenland/Güssing/Inzenhof	Gemeinde Inzenhof	administrative-area
Kleinmürbisch	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10422	Austria/Burgenland/Güssing/Kleinmürbisch	Gemeinde Kleinmürbisch	administrative-area
Tschanigraben	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10423	Austria/Burgenland/Güssing/Tschanigraben	Gemeinde Tschanigraben	administrative-area
Heugraben	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10424	Austria/Burgenland/Güssing/Heugraben	Gemeinde Heugraben	administrative-area
Rohr im Burgenland	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10425	Austria/Burgenland/Güssing/RohrimBurgenland	Gemeinde Rohr im Burgenland	administrative-area
Bildein	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10426	Austria/Burgenland/Güssing/Bildein	Gemeinde Bildein	administrative-area
Rauchwart	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10427	Austria/Burgenland/Güssing/RauchwartimBurgenland	Rauchwart im Burgenland	administrative-area
Moschendorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10400/10428	Austria/Burgenland/Güssing/Moschendorf	Gemeinde Moschendorf	administrative-area
Jennersdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500	Austria/Burgenland/Jennersdorf	Jennersdorf District	administrative-area
Deutsch Kaltenbrunn	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10501	Austria/Burgenland/Jennersdorf/DeutschKaltenbrunn	Gemeinde Deutsch Kaltenbrunn	administrative-area
Eltendorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10502	Austria/Burgenland/Jennersdorf/Eltendorf	Gemeinde Eltendorf	administrative-area
Heiligenkreuz im Lafnitztal	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10503	Austria/Burgenland/Jennersdorf/HeiligenkreuzimLafnitztal	Gemeinde Heiligenkreuz im Lafnitztal	administrative-area
Jennersdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10504	Austria/Burgenland/Jennersdorf	Jennersdorf District	administrative-area
Minihof-Liebau	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10505	Austria/Burgenland/Jennersdorf/Minihof-Liebau	Gemeinde Minihof-Liebau	administrative-area
Mogersdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10506	Austria/Burgenland/Jennersdorf/Mogersdorf	Gemeinde Mogersdorf	administrative-area
Neuhaus am Klausenbach	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10507	Austria/Burgenland/Jennersdorf/NeuhausamKlausenbach	Gemeinde Neuhaus am Klausenbach	administrative-area
Rudersdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10508	Austria/Burgenland/Jennersdorf/Rudersdorf	Gemeinde Rudersdorf	administrative-area
Sankt Martin an der Raab	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10509	Austria/Burgenland/Jennersdorf/SanktMartinanderRaab	Gemeinde Sankt Martin an der Raab	administrative-area
Weichselbaum	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10500/10510	Austria/Burgenland/Jennersdorf/Weichselbaum	Gemeinde Weichselbaum	administrative-area
