Vienna	http://ogd.ifs.tuwien.ac.at/vienna/b07-death-vie/cl_area/tmp/Vienna	Austria/Vienna	administrative-area
Vienna	http://ogd.ifs.tuwien.ac.at/vienna/b10-demographicindicators-vie/cl_area/tmp/Vienna	Austria/Vienna	administrative-area
Vienna	http://ogd.ifs.tuwien.ac.at/vienna/b11-givennames-vie/cl_area/tmp/Vienna	Austria/Vienna	administrative-area
Vienna	http://ogd.ifs.tuwien.ac.at/vienna/b12-livebirth-vie/cl_area/tmp/Vienna	Austria/Vienna	administrative-area
Vienna	http://ogd.ifs.tuwien.ac.at/vienna/betriebszweige2012-autobus/cl_area/tmp/Vienna	Austria/Vienna	administrative-area
Vienna	http://ogd.ifs.tuwien.ac.at/vienna/betriebszweige2012-strassenbahn/cl_area/tmp/Vienna	Austria/Vienna	administrative-area
Vienna	http://ogd.ifs.tuwien.ac.at/vienna/betriebszweige2012-ubahn/cl_area/tmp/Vienna	Austria/Vienna	administrative-area
Österreich	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT	Austria	administrative-area
Burgenland	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland	Austria/Burgenland	administrative-area
Eisenstadt	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10100	Austria/Burgenland/Eisenstadt-Umgebung/Eisenstadt	administrative-area
Eisenstadt	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10100/10101	Austria/Burgenland/Eisenstadt-Umgebung/Eisenstadt	administrative-area
Rust	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10200	Austria/Burgenland/Rust	administrative-area
Rust	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10200/10201	Austria/Burgenland/Rust/Rust	administrative-area
Eisenstadt-Umgebung	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300	Austria/Burgenland/Eisenstadt-Umgebung	administrative-area
Breitenbrunn am Neusiedler See	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10301	Austria/Burgenland/Eisenstadt-Umgebung/Breitenbrunn	administrative-area
Donnerskirchen	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10302	Austria/Burgenland/Eisenstadt-Umgebung/Donnerskirchen	administrative-area
Großhöflein	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10303	Austria/Burgenland/Eisenstadt-Umgebung/Großhöflein	administrative-area
Hornstein	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10304	Austria/Burgenland/Eisenstadt-Umgebung/Hornstein	administrative-area
Klingenbach	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10305	Austria/Burgenland/Eisenstadt-Umgebung/Klingenbach	administrative-area
Leithaprodersdorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10306	Austria/Burgenland/Eisenstadt-Umgebung/Leithaprodersdorf	administrative-area
Mörbisch am See	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10307	Austria/Burgenland/Eisenstadt-Umgebung/MörbischamSee	administrative-area
Müllendorf	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10308	Austria/Burgenland/Eisenstadt-Umgebung/Müllendorf	administrative-area
Neufeld an der Leitha	http://ogd.ifs.tuwien.ac.at/vienna/geo/AUT/Burgenland/10300/10309	Austria/Burgenland/Eisenstadt-Umgebung/NeufeldanderLeitha	administrative-area
